----------------
running with CPU
----------------
input file data/input/toyDetector_1000.csv
output file data/output/toyDetector_1000_3_5_5_8.csv
Start to load input points
Finished loading input points
--- assignClusters:            2.44294 ms
Elapsed time: 304.711 ms
--- prepareDataStructures:     123.154 ms
--- calculateDistanceToHigher: 11.0623 ms
--- calculateLocalDensity:     15.8532 ms
--- findSeedAndFollowers:      102.322 ms
--- assignClusters:            2.47171 ms
Elapsed time: 294.871 ms
--- prepareDataStructures:     125.101 ms
--- calculateDistanceToHigher: 11.8402 ms
--- calculateLocalDensity:     16.5646 ms
--- findSeedAndFollowers:      102.541 ms
--- assignClusters:            2.48518 ms
Elapsed time: 298.428 ms
--- prepareDataStructures:     121.023 ms
--- calculateDistanceToHigher: 10.9711 ms
--- calculateLocalDensity:     16.5658 ms
--- findSeedAndFollowers:      114.418 ms
--- assignClusters:            2.28133 ms
Elapsed time: 306.816 ms
--- prepareDataStructures:     128.989 ms
--- calculateDistanceToHigher: 11.1798 ms
--- calculateLocalDensity:     15.9773 ms
--- findSeedAndFollowers:      102.335 ms
--- assignClusters:            2.37146 ms
Elapsed time: 302.396 ms
--- prepareDataStructures:     125.154 ms
--- calculateDistanceToHigher: 11.1595 ms
--- calculateLocalDensity:     15.8532 ms
--- findSeedAndFollowers:      103.566 ms
--- assignClusters:            6.98938 ms
Elapsed time: 303.872 ms
--- prepareDataStructures:     126.655 ms
--- calculateDistanceToHigher: 10.7534 ms
--- calculateLocalDensity:     15.8219 ms
--- findSeedAndFollowers:      100.711 ms
--- assignClusters:            2.2681 ms
Elapsed time: 448.809 ms
--- prepareDataStructures:     122.062 ms
--- calculateDistanceToHigher: 10.8057 ms
--- calculateLocalDensity:     15.6913 ms
--- findSeedAndFollowers:      109.705 ms
--- assignClusters:            2.23825 ms
Elapsed time: 306.62 ms
--- prepareDataStructures:     125.488 ms
--- calculateDistanceToHigher: 10.9968 ms
--- calculateLocalDensity:     16.3871 ms
--- findSeedAndFollowers:      111.158 ms
--- assignClusters:            2.30255 ms
Elapsed time: 307.175 ms
--- prepareDataStructures:     129.735 ms
--- calculateDistanceToHigher: 11.308 ms
--- calculateLocalDensity:     16.7758 ms
--- findSeedAndFollowers:      107.326 ms
--- assignClusters:            2.31888 ms
Elapsed time: 466.312 ms
--- prepareDataStructures:     132.639 ms
--- calculateDistanceToHigher: 11.0005 ms
--- calculateLocalDensity:     16.099 ms
--- findSeedAndFollowers:      106.561 ms
--- assignClusters:            2.33902 ms
Elapsed time: 310.05 ms
--- prepareDataStructures:     120.103 ms
--- calculateDistanceToHigher: 11.0414 ms
--- calculateLocalDensity:     16.3594 ms
--- findSeedAndFollowers:      101.721 ms
--- assignClusters:            2.24329 ms
Elapsed time: 293.29 ms
--- prepareDataStructures:     126.955 ms
--- calculateDistanceToHigher: 11.054 ms
--- calculateLocalDensity:     16.0673 ms
--- findSeedAndFollowers:      101.664 ms
--- assignClusters:            2.19706 ms
Elapsed time: 299.318 ms
--- prepareDataStructures:     125.36 ms
--- calculateDistanceToHigher: 11.1138 ms
--- calculateLocalDensity:     16.2067 ms
--- findSeedAndFollowers:      103.015 ms
--- assignClusters:            2.24293 ms
Elapsed time: 298.655 ms
--- prepareDataStructures:     125.904 ms
--- calculateDistanceToHigher: 11.1089 ms
--- calculateLocalDensity:     15.9723 ms
--- findSeedAndFollowers:      110.017 ms
--- assignClusters:            2.23027 ms
Elapsed time: 308.144 ms
--- prepareDataStructures:     132.537 ms
--- calculateDistanceToHigher: 11.0824 ms
--- calculateLocalDensity:     16.0523 ms
--- findSeedAndFollowers:      106.166 ms
--- assignClusters:            2.29367 ms
Elapsed time: 309.477 ms
--- prepareDataStructures:     126.816 ms
--- calculateDistanceToHigher: 11.5776 ms
--- calculateLocalDensity:     16.7889 ms
--- findSeedAndFollowers:      111.58 ms
--- assignClusters:            3.38683 ms
Elapsed time: 311.056 ms
--- prepareDataStructures:     128.763 ms
--- calculateDistanceToHigher: 11.3337 ms
--- calculateLocalDensity:     16.3102 ms
--- findSeedAndFollowers:      106.551 ms
--- assignClusters:            2.23744 ms
Elapsed time: 381.107 ms
--- prepareDataStructures:     125.042 ms
--- calculateDistanceToHigher: 11.2269 ms
--- calculateLocalDensity:     16.698 ms
--- findSeedAndFollowers:      105 ms
--- assignClusters:            2.24658 ms
Elapsed time: 302.741 ms
--- prepareDataStructures:     123.508 ms
--- calculateDistanceToHigher: 11.0596 ms
--- calculateLocalDensity:     15.9693 ms
--- findSeedAndFollowers:      100.464 ms
--- assignClusters:            2.25274 ms
Elapsed time: 294.535 ms
--- prepareDataStructures:     124.338 ms
--- calculateDistanceToHigher: 11.0669 ms
--- calculateLocalDensity:     15.9531 ms
--- findSeedAndFollowers:      100.709 ms
--- assignClusters:            2.25527 ms
Elapsed time: 295.265 ms
--- prepareDataStructures:     116.624 ms
--- calculateDistanceToHigher: 10.9266 ms
--- calculateLocalDensity:     15.6761 ms
--- findSeedAndFollowers:      105.023 ms
--- assignClusters:            2.26598 ms
Elapsed time: 293.757 ms
--- prepareDataStructures:     123.986 ms
--- calculateDistanceToHigher: 10.8841 ms
--- calculateLocalDensity:     15.9569 ms
--- findSeedAndFollowers:      102.629 ms
--- assignClusters:            2.26518 ms
Elapsed time: 295.951 ms
--- prepareDataStructures:     117.472 ms
--- calculateDistanceToHigher: 10.8168 ms
--- calculateLocalDensity:     15.8417 ms
--- findSeedAndFollowers:      100.559 ms
--- assignClusters:            2.24381 ms
Elapsed time: 287.672 ms
--- prepareDataStructures:     122.509 ms
--- calculateDistanceToHigher: 11.4197 ms
--- calculateLocalDensity:     15.8073 ms
--- findSeedAndFollowers:      100.282 ms
--- assignClusters:            2.23596 ms
Elapsed time: 292.361 ms
--- prepareDataStructures:     122.594 ms
--- calculateDistanceToHigher: 11.0741 ms
--- calculateLocalDensity:     16.1357 ms
--- findSeedAndFollowers:      100.389 ms
--- assignClusters:            2.26143 ms
Elapsed time: 292.065 ms
--- prepareDataStructures:     125.782 ms
--- calculateDistanceToHigher: 10.9045 ms
--- calculateLocalDensity:     15.6221 ms
--- findSeedAndFollowers:      100.377 ms
--- assignClusters:            2.2328 ms
Elapsed time: 294.186 ms
--- prepareDataStructures:     121.452 ms
--- calculateDistanceToHigher: 10.8087 ms
--- calculateLocalDensity:     15.9003 ms
--- findSeedAndFollowers:      100.503 ms
--- assignClusters:            2.26355 ms
Elapsed time: 291.014 ms
--- prepareDataStructures:     119.712 ms
--- calculateDistanceToHigher: 10.9762 ms
--- calculateLocalDensity:     15.9782 ms
--- findSeedAndFollowers:      100.856 ms
--- assignClusters:            2.26894 ms
Elapsed time: 290.013 ms
--- prepareDataStructures:     121.898 ms
--- calculateDistanceToHigher: 11.0375 ms
--- calculateLocalDensity:     16.0195 ms
--- findSeedAndFollowers:      100.439 ms
--- assignClusters:            2.22093 ms
Elapsed time: 291.712 ms
--- prepareDataStructures:     120.041 ms
--- calculateDistanceToHigher: 11.0782 ms
--- calculateLocalDensity:     16.1995 ms
--- findSeedAndFollowers:      100.443 ms
--- assignClusters:            2.21452 ms
Elapsed time: 289.98 ms
--- prepareDataStructures:     134.016 ms
--- calculateDistanceToHigher: 11.5359 ms
--- calculateLocalDensity:     16.3597 ms
--- findSeedAndFollowers:      108.755 ms
--- assignClusters:            2.21522 ms
Elapsed time: 313.12 ms
--- prepareDataStructures:     122.463 ms
--- calculateDistanceToHigher: 10.9748 ms
--- calculateLocalDensity:     15.6273 ms
--- findSeedAndFollowers:      100.574 ms
--- assignClusters:            2.20443 ms
Elapsed time: 292.207 ms
--- prepareDataStructures:     126.477 ms
--- calculateDistanceToHigher: 11.3822 ms
--- calculateLocalDensity:     16.4063 ms
--- findSeedAndFollowers:      107.713 ms
--- assignClusters:            2.24397 ms
Elapsed time: 305.945 ms
--- prepareDataStructures:     124.983 ms
--- calculateDistanceToHigher: 11.1946 ms
--- calculateLocalDensity:     16.2629 ms
--- findSeedAndFollowers:      100.846 ms
--- assignClusters:            2.22355 ms
Elapsed time: 295.74 ms
--- prepareDataStructures:     124.472 ms
--- calculateDistanceToHigher: 11.732 ms
--- calculateLocalDensity:     16.5609 ms
--- findSeedAndFollowers:      101.006 ms
--- assignClusters:            2.35961 ms
Elapsed time: 295.567 ms
--- prepareDataStructures:     122.139 ms
--- calculateDistanceToHigher: 11.4394 ms
--- calculateLocalDensity:     39.0329 ms
--- findSeedAndFollowers:      110.726 ms
--- assignClusters:            2.27827 ms
Elapsed time: 324.984 ms
--- prepareDataStructures:     120.507 ms
--- calculateDistanceToHigher: 10.7196 ms
--- calculateLocalDensity:     15.6323 ms
--- findSeedAndFollowers:      105.112 ms
--- assignClusters:            2.36885 ms
Elapsed time: 301.333 ms
--- prepareDataStructures:     120.632 ms
--- calculateDistanceToHigher: 11.1347 ms
--- calculateLocalDensity:     16.4264 ms
--- findSeedAndFollowers:      101.293 ms
--- assignClusters:            2.33596 ms
Elapsed time: 291.6 ms
--- prepareDataStructures:     121.573 ms
--- calculateDistanceToHigher: 11.1058 ms
--- calculateLocalDensity:     16.5711 ms
--- findSeedAndFollowers:      100.762 ms
--- assignClusters:            2.37432 ms
Elapsed time: 292.853 ms
--- prepareDataStructures:     119.4 ms
--- calculateDistanceToHigher: 11.7782 ms
--- calculateLocalDensity:     16.6258 ms
--- findSeedAndFollowers:      100.759 ms
--- assignClusters:            2.31137 ms
Elapsed time: 290.063 ms
--- prepareDataStructures:     120.592 ms
--- calculateDistanceToHigher: 10.925 ms
--- calculateLocalDensity:     16.0954 ms
--- findSeedAndFollowers:      101.067 ms
--- assignClusters:            2.29291 ms
Elapsed time: 291.223 ms
--- prepareDataStructures:     121.167 ms
--- calculateDistanceToHigher: 11.1458 ms
--- calculateLocalDensity:     16.1993 ms
--- findSeedAndFollowers:      100.503 ms
--- assignClusters:            2.28453 ms
Elapsed time: 291.443 ms
--- prepareDataStructures:     122.194 ms
--- calculateDistanceToHigher: 10.7716 ms
--- calculateLocalDensity:     15.5852 ms
--- findSeedAndFollowers:      100.581 ms
--- assignClusters:            2.27228 ms
Elapsed time: 291.327 ms
--- prepareDataStructures:     122.965 ms
--- calculateDistanceToHigher: 11.428 ms
--- calculateLocalDensity:     16.3954 ms
--- findSeedAndFollowers:      100.836 ms
--- assignClusters:            2.35567 ms
Elapsed time: 293.933 ms
--- prepareDataStructures:     122.974 ms
--- calculateDistanceToHigher: 11.1442 ms
--- calculateLocalDensity:     16.3788 ms
--- findSeedAndFollowers:      101.272 ms
--- assignClusters:            2.31188 ms
Elapsed time: 293.324 ms
--- prepareDataStructures:     129.837 ms
--- calculateDistanceToHigher: 11.1822 ms
--- calculateLocalDensity:     16.379 ms
--- findSeedAndFollowers:      107.948 ms
--- assignClusters:            2.31797 ms
Elapsed time: 309.473 ms
--- prepareDataStructures:     121.278 ms
--- calculateDistanceToHigher: 11.8755 ms
--- calculateLocalDensity:     17.7612 ms
--- findSeedAndFollowers:      101.987 ms
--- assignClusters:            2.39695 ms
Elapsed time: 295.306 ms
--- prepareDataStructures:     120.842 ms
--- calculateDistanceToHigher: 21.1827 ms
--- calculateLocalDensity:     23.4709 ms
--- findSeedAndFollowers:      109.957 ms
--- assignClusters:            2.32591 ms
Elapsed time: 318.556 ms
--- prepareDataStructures:     120.83 ms
--- calculateDistanceToHigher: 10.9756 ms
--- calculateLocalDensity:     16.1616 ms
--- findSeedAndFollowers:      103.356 ms
--- assignClusters:            2.37479 ms
Elapsed time: 296.281 ms
--- prepareDataStructures:     122.616 ms
--- calculateDistanceToHigher: 11.0131 ms
--- calculateLocalDensity:     15.9571 ms
--- findSeedAndFollowers:      101.521 ms
--- assignClusters:            2.34245 ms
Elapsed time: 294.428 ms
--- prepareDataStructures:     122.509 ms
--- calculateDistanceToHigher: 10.7459 ms
--- calculateLocalDensity:     15.7013 ms
--- findSeedAndFollowers:      108.81 ms
--- assignClusters:            2.34541 ms
Elapsed time: 301.057 ms
--- prepareDataStructures:     125.469 ms
--- calculateDistanceToHigher: 10.7327 ms
--- calculateLocalDensity:     15.7329 ms
--- findSeedAndFollowers:      101.475 ms
--- assignClusters:            2.37194 ms
Elapsed time: 295.307 ms
--- prepareDataStructures:     127.078 ms
--- calculateDistanceToHigher: 11.281 ms
--- calculateLocalDensity:     16.4099 ms
--- findSeedAndFollowers:      101.72 ms
--- assignClusters:            2.42576 ms
Elapsed time: 299.333 ms
--- prepareDataStructures:     150.84 ms
--- calculateDistanceToHigher: 11.5748 ms
--- calculateLocalDensity:     16.6326 ms
--- findSeedAndFollowers:      108.905 ms
--- assignClusters:            2.39976 ms
Elapsed time: 331.222 ms
--- prepareDataStructures:     124.44 ms
--- calculateDistanceToHigher: 10.9311 ms
--- calculateLocalDensity:     16.0338 ms
--- findSeedAndFollowers:      101.715 ms
--- assignClusters:            2.47293 ms
Elapsed time: 296.309 ms
--- prepareDataStructures:     123.439 ms
--- calculateDistanceToHigher: 10.6396 ms
--- calculateLocalDensity:     16.1695 ms
--- findSeedAndFollowers:      101.179 ms
--- assignClusters:            2.4206 ms
Elapsed time: 293.548 ms
--- prepareDataStructures:     126.449 ms
--- calculateDistanceToHigher: 11.1688 ms
--- calculateLocalDensity:     16.4557 ms
--- findSeedAndFollowers:      101.778 ms
--- assignClusters:            2.4394 ms
Elapsed time: 297.909 ms
--- prepareDataStructures:     125.393 ms
--- calculateDistanceToHigher: 10.8062 ms
--- calculateLocalDensity:     16.3837 ms
--- findSeedAndFollowers:      101.933 ms
--- assignClusters:            2.48576 ms
Elapsed time: 296.459 ms
--- prepareDataStructures:     125.237 ms
--- calculateDistanceToHigher: 10.8582 ms
--- calculateLocalDensity:     15.6687 ms
--- findSeedAndFollowers:      109.256 ms
--- assignClusters:            2.5284 ms
Elapsed time: 305.172 ms
--- prepareDataStructures:     124.606 ms
--- calculateDistanceToHigher: 11.2267 ms
--- calculateLocalDensity:     16.3071 ms
--- findSeedAndFollowers:      101.642 ms
--- assignClusters:            2.54133 ms
Elapsed time: 296.1 ms
--- prepareDataStructures:     145.667 ms
--- calculateDistanceToHigher: 11.8759 ms
--- calculateLocalDensity:     16.3149 ms
--- findSeedAndFollowers:      109.483 ms
--- assignClusters:            2.51874 ms
Elapsed time: 325.441 ms
--- prepareDataStructures:     124.895 ms
--- calculateDistanceToHigher: 10.9089 ms
--- calculateLocalDensity:     15.7762 ms
--- findSeedAndFollowers:      110.645 ms
--- assignClusters:            2.58137 ms
Elapsed time: 306.88 ms
--- prepareDataStructures:     125.028 ms
--- calculateDistanceToHigher: 10.9569 ms
--- calculateLocalDensity:     16.092 ms
--- findSeedAndFollowers:      101.575 ms
--- assignClusters:            2.62457 ms
Elapsed time: 296.959 ms
--- prepareDataStructures:     123.179 ms
--- calculateDistanceToHigher: 10.7899 ms
--- calculateLocalDensity:     15.8697 ms
--- findSeedAndFollowers:      110.106 ms
--- assignClusters:            2.60003 ms
Elapsed time: 302.921 ms
--- prepareDataStructures:     131.348 ms
--- calculateDistanceToHigher: 11.0025 ms
--- calculateLocalDensity:     15.786 ms
--- findSeedAndFollowers:      101.04 ms
--- assignClusters:            2.61127 ms
Elapsed time: 362.264 ms
--- prepareDataStructures:     123.671 ms
--- calculateDistanceToHigher: 10.7364 ms
--- calculateLocalDensity:     15.6452 ms
--- findSeedAndFollowers:      100.792 ms
--- assignClusters:            2.6126 ms
Elapsed time: 293.458 ms
--- prepareDataStructures:     123.828 ms
--- calculateDistanceToHigher: 10.9321 ms
--- calculateLocalDensity:     16.2875 ms
--- findSeedAndFollowers:      101.834 ms
--- assignClusters:            2.65407 ms
Elapsed time: 295.777 ms
--- prepareDataStructures:     118.562 ms
--- calculateDistanceToHigher: 10.6413 ms
--- calculateLocalDensity:     15.6457 ms
--- findSeedAndFollowers:      101.545 ms
--- assignClusters:            2.59486 ms
Elapsed time: 288.655 ms
--- prepareDataStructures:     119.799 ms
--- calculateDistanceToHigher: 10.9425 ms
--- calculateLocalDensity:     16.3254 ms
--- findSeedAndFollowers:      105.835 ms
--- assignClusters:            2.61524 ms
Elapsed time: 297.756 ms
--- prepareDataStructures:     122.618 ms
--- calculateDistanceToHigher: 10.7122 ms
--- calculateLocalDensity:     16.2723 ms
--- findSeedAndFollowers:      101.308 ms
--- assignClusters:            2.6275 ms
Elapsed time: 293.627 ms
--- prepareDataStructures:     122.887 ms
--- calculateDistanceToHigher: 16.3647 ms
--- calculateLocalDensity:     16.3327 ms
--- findSeedAndFollowers:      107.903 ms
--- assignClusters:            2.50912 ms
Elapsed time: 306.34 ms
--- prepareDataStructures:     123.746 ms
--- calculateDistanceToHigher: 10.9556 ms
--- calculateLocalDensity:     16.0296 ms
--- findSeedAndFollowers:      100.707 ms
--- assignClusters:            2.54987 ms
Elapsed time: 294.049 ms
--- prepareDataStructures:     124.405 ms
--- calculateDistanceToHigher: 10.6335 ms
--- calculateLocalDensity:     15.6363 ms
--- findSeedAndFollowers:      101.11 ms
--- assignClusters:            2.52135 ms
Elapsed time: 293.745 ms
--- prepareDataStructures:     122.332 ms
--- calculateDistanceToHigher: 10.7194 ms
--- calculateLocalDensity:     16.03 ms
--- findSeedAndFollowers:      106.786 ms
--- assignClusters:            2.46805 ms
Elapsed time: 299.709 ms
--- prepareDataStructures:     130.602 ms
--- calculateDistanceToHigher: 11.5014 ms
--- calculateLocalDensity:     16.2313 ms
--- findSeedAndFollowers:      101.052 ms
--- assignClusters:            2.49991 ms
Elapsed time: 301.759 ms
--- prepareDataStructures:     122.978 ms
--- calculateDistanceToHigher: 18.3596 ms
--- calculateLocalDensity:     16.3038 ms
--- findSeedAndFollowers:      107.733 ms
--- assignClusters:            2.4857 ms
Elapsed time: 307.872 ms
--- prepareDataStructures:     125.005 ms
--- calculateDistanceToHigher: 10.9566 ms
--- calculateLocalDensity:     16.2165 ms
--- findSeedAndFollowers:      102.919 ms
--- assignClusters:            2.47034 ms
Elapsed time: 298.767 ms
--- prepareDataStructures:     126.299 ms
--- calculateDistanceToHigher: 11.0266 ms
--- calculateLocalDensity:     16.1516 ms
--- findSeedAndFollowers:      103.235 ms
--- assignClusters:            2.57962 ms
Elapsed time: 300.026 ms
--- prepareDataStructures:     122.085 ms
--- calculateDistanceToHigher: 10.773 ms
--- calculateLocalDensity:     15.8922 ms
--- findSeedAndFollowers:      100.834 ms
--- assignClusters:            2.48677 ms
Elapsed time: 292.815 ms
--- prepareDataStructures:     116.903 ms
--- calculateDistanceToHigher: 10.6486 ms
--- calculateLocalDensity:     15.5703 ms
--- findSeedAndFollowers:      100.68 ms
--- assignClusters:            2.45091 ms
Elapsed time: 286.111 ms
--- prepareDataStructures:     122.95 ms
--- calculateDistanceToHigher: 10.6467 ms
--- calculateLocalDensity:     15.5937 ms
--- findSeedAndFollowers:      100.252 ms
--- assignClusters:            2.50435 ms
Elapsed time: 291.893 ms
--- prepareDataStructures:     124.722 ms
--- calculateDistanceToHigher: 10.5346 ms
--- calculateLocalDensity:     15.5751 ms
--- findSeedAndFollowers:      100.537 ms
--- assignClusters:            2.51297 ms
Elapsed time: 313.712 ms
--- prepareDataStructures:     127.097 ms
--- calculateDistanceToHigher: 10.6816 ms
--- calculateLocalDensity:     15.689 ms
--- findSeedAndFollowers:      100.384 ms
--- assignClusters:            2.50192 ms
Elapsed time: 296.217 ms
--- prepareDataStructures:     127.127 ms
--- calculateDistanceToHigher: 14.1845 ms
--- calculateLocalDensity:     15.7456 ms
--- findSeedAndFollowers:      104.965 ms
--- assignClusters:            2.47438 ms
Elapsed time: 303.783 ms
--- prepareDataStructures:     123.425 ms
--- calculateDistanceToHigher: 10.7997 ms
--- calculateLocalDensity:     15.5823 ms
--- findSeedAndFollowers:      100.76 ms
--- assignClusters:            2.53119 ms
Elapsed time: 292.928 ms
--- prepareDataStructures:     120.31 ms
--- calculateDistanceToHigher: 10.5061 ms
--- calculateLocalDensity:     15.5623 ms
--- findSeedAndFollowers:      100.414 ms
--- assignClusters:            2.50851 ms
Elapsed time: 288.893 ms
Finished running CLUE algorithm

----------------
running with CUPLA CPU Serial
----------------
input file data/input/toyDetector_1000.csv
output file data/output/toyDetector_1000_3_5_5_8.csv
Start to load input points
Finished loading input points
Start to run CLUE algorithm
--- prepareDataStructures:     6.4265 ms
--- calculateDistanceToHigher: 40.9614 ms
--- calculateLocalDensity:     45.0368 ms
--- findSeedAndFollowers:      5.07828 ms
--- assignClusters:            1.69992 ms
Elapsed time: 226.838 ms
--- prepareDataStructures:     7.24768 ms
--- calculateDistanceToHigher: 26.0734 ms
--- calculateLocalDensity:     29.9909 ms
--- findSeedAndFollowers:      4.00633 ms
--- assignClusters:            1.44596 ms
Elapsed time: 90.6183 ms
--- prepareDataStructures:     6.48324 ms
--- calculateDistanceToHigher: 24.2854 ms
--- calculateLocalDensity:     29.6846 ms
--- findSeedAndFollowers:      4.10474 ms
--- assignClusters:            1.43845 ms
Elapsed time: 87.0014 ms
--- prepareDataStructures:     6.32182 ms
--- calculateDistanceToHigher: 24.1577 ms
--- calculateLocalDensity:     29.0997 ms
--- findSeedAndFollowers:      3.94055 ms
--- assignClusters:            1.396 ms
Elapsed time: 86.046 ms
--- prepareDataStructures:     5.9623 ms
--- calculateDistanceToHigher: 23.8614 ms
--- calculateLocalDensity:     29.2073 ms
--- findSeedAndFollowers:      4.0268 ms
--- assignClusters:            1.38269 ms
Elapsed time: 83.0199 ms
--- prepareDataStructures:     5.97016 ms
--- calculateDistanceToHigher: 23.723 ms
--- calculateLocalDensity:     29.229 ms
--- findSeedAndFollowers:      4.06029 ms
--- assignClusters:            1.48544 ms
Elapsed time: 84.0716 ms
--- prepareDataStructures:     6.05113 ms
--- calculateDistanceToHigher: 23.8595 ms
--- calculateLocalDensity:     29.1218 ms
--- findSeedAndFollowers:      4.06741 ms
--- assignClusters:            1.47234 ms
Elapsed time: 84.2033 ms
--- prepareDataStructures:     5.89585 ms
--- calculateDistanceToHigher: 23.6387 ms
--- calculateLocalDensity:     29.0746 ms
--- findSeedAndFollowers:      4.01008 ms
--- assignClusters:            1.42878 ms
Elapsed time: 83.584 ms
--- prepareDataStructures:     5.88994 ms
--- calculateDistanceToHigher: 23.5655 ms
--- calculateLocalDensity:     29.1702 ms
--- findSeedAndFollowers:      4.07698 ms
--- assignClusters:            1.42669 ms
Elapsed time: 83.5821 ms
--- prepareDataStructures:     5.85568 ms
--- calculateDistanceToHigher: 23.694 ms
--- calculateLocalDensity:     28.2665 ms
--- findSeedAndFollowers:      3.7425 ms
--- assignClusters:            1.35214 ms
Elapsed time: 82.8968 ms
--- prepareDataStructures:     5.14322 ms
--- calculateDistanceToHigher: 19.5293 ms
--- calculateLocalDensity:     22.6356 ms
--- findSeedAndFollowers:      3.19 ms
--- assignClusters:            1.16567 ms
Elapsed time: 69.9654 ms
--- prepareDataStructures:     4.86577 ms
--- calculateDistanceToHigher: 18.2793 ms
--- calculateLocalDensity:     22.036 ms
--- findSeedAndFollowers:      3.16657 ms
--- assignClusters:            1.23506 ms
Elapsed time: 66.7122 ms
--- prepareDataStructures:     4.87298 ms
--- calculateDistanceToHigher: 18.1327 ms
--- calculateLocalDensity:     22.3933 ms
--- findSeedAndFollowers:      3.16121 ms
--- assignClusters:            1.19017 ms
Elapsed time: 67.0532 ms
--- prepareDataStructures:     4.74611 ms
--- calculateDistanceToHigher: 18.5075 ms
--- calculateLocalDensity:     22.5776 ms
--- findSeedAndFollowers:      3.17887 ms
--- assignClusters:            1.17968 ms
Elapsed time: 67.3113 ms
--- prepareDataStructures:     4.78942 ms
--- calculateDistanceToHigher: 18.1167 ms
--- calculateLocalDensity:     22.2436 ms
--- findSeedAndFollowers:      3.24463 ms
--- assignClusters:            1.19686 ms
Elapsed time: 66.7727 ms
--- prepareDataStructures:     4.7784 ms
--- calculateDistanceToHigher: 18.2681 ms
--- calculateLocalDensity:     22.245 ms
--- findSeedAndFollowers:      3.18302 ms
--- assignClusters:            1.17699 ms
Elapsed time: 66.8233 ms
--- prepareDataStructures:     4.69166 ms
--- calculateDistanceToHigher: 18.1626 ms
--- calculateLocalDensity:     22.0889 ms
--- findSeedAndFollowers:      3.14979 ms
--- assignClusters:            1.17667 ms
Elapsed time: 66.3303 ms
--- prepareDataStructures:     4.75593 ms
--- calculateDistanceToHigher: 18.0586 ms
--- calculateLocalDensity:     22.2307 ms
--- findSeedAndFollowers:      3.30221 ms
--- assignClusters:            1.20857 ms
Elapsed time: 66.7613 ms
--- prepareDataStructures:     4.75471 ms
--- calculateDistanceToHigher: 18.146 ms
--- calculateLocalDensity:     22.3786 ms
--- findSeedAndFollowers:      3.19921 ms
--- assignClusters:            1.14007 ms
Elapsed time: 66.6821 ms
--- prepareDataStructures:     4.72005 ms
--- calculateDistanceToHigher: 18.0747 ms
--- calculateLocalDensity:     22.0042 ms
--- findSeedAndFollowers:      3.22268 ms
--- assignClusters:            1.17824 ms
Elapsed time: 66.296 ms
--- prepareDataStructures:     4.73593 ms
--- calculateDistanceToHigher: 18.1832 ms
--- calculateLocalDensity:     22.1145 ms
--- findSeedAndFollowers:      3.1971 ms
--- assignClusters:            1.16802 ms
Elapsed time: 66.5906 ms
--- prepareDataStructures:     4.73946 ms
--- calculateDistanceToHigher: 18.0251 ms
--- calculateLocalDensity:     22.0837 ms
--- findSeedAndFollowers:      3.17274 ms
--- assignClusters:            1.15582 ms
Elapsed time: 66.3393 ms
--- prepareDataStructures:     4.85095 ms
--- calculateDistanceToHigher: 18.1665 ms
--- calculateLocalDensity:     50.1395 ms
--- findSeedAndFollowers:      5.9846 ms
--- assignClusters:            1.19911 ms
Elapsed time: 97.6189 ms
--- prepareDataStructures:     4.83277 ms
--- calculateDistanceToHigher: 18.0736 ms
--- calculateLocalDensity:     22.1607 ms
--- findSeedAndFollowers:      3.23734 ms
--- assignClusters:            1.1415 ms
Elapsed time: 86.7866 ms
--- prepareDataStructures:     4.73357 ms
--- calculateDistanceToHigher: 18.2884 ms
--- calculateLocalDensity:     22.321 ms
--- findSeedAndFollowers:      3.14618 ms
--- assignClusters:            1.13432 ms
Elapsed time: 66.8018 ms
--- prepareDataStructures:     4.80466 ms
--- calculateDistanceToHigher: 18.2613 ms
--- calculateLocalDensity:     22.1405 ms
--- findSeedAndFollowers:      3.23017 ms
--- assignClusters:            1.20479 ms
Elapsed time: 66.7468 ms
--- prepareDataStructures:     5.0194 ms
--- calculateDistanceToHigher: 18.5039 ms
--- calculateLocalDensity:     22.3301 ms
--- findSeedAndFollowers:      3.3396 ms
--- assignClusters:            1.17575 ms
Elapsed time: 67.7734 ms
--- prepareDataStructures:     4.74161 ms
--- calculateDistanceToHigher: 18.3006 ms
--- calculateLocalDensity:     22.9909 ms
--- findSeedAndFollowers:      3.26715 ms
--- assignClusters:            1.19222 ms
Elapsed time: 67.6029 ms
--- prepareDataStructures:     4.78104 ms
--- calculateDistanceToHigher: 18.0641 ms
--- calculateLocalDensity:     22.3201 ms
--- findSeedAndFollowers:      3.19437 ms
--- assignClusters:            1.23497 ms
Elapsed time: 66.7034 ms
--- prepareDataStructures:     4.77721 ms
--- calculateDistanceToHigher: 18.1902 ms
--- calculateLocalDensity:     22.1635 ms
--- findSeedAndFollowers:      3.1523 ms
--- assignClusters:            1.17878 ms
Elapsed time: 66.5766 ms
--- prepareDataStructures:     4.68359 ms
--- calculateDistanceToHigher: 18.3153 ms
--- calculateLocalDensity:     22.221 ms
--- findSeedAndFollowers:      3.31047 ms
--- assignClusters:            1.15891 ms
Elapsed time: 66.7171 ms
--- prepareDataStructures:     4.8944 ms
--- calculateDistanceToHigher: 18.5308 ms
--- calculateLocalDensity:     22.2434 ms
--- findSeedAndFollowers:      3.29384 ms
--- assignClusters:            1.20189 ms
Elapsed time: 67.5453 ms
--- prepareDataStructures:     4.74831 ms
